id,Company name,contact_firstname,contact_lastname,email,phone_number,direct,business_activity,deleted,user_id,created_at,updated_at,Script,response,call_answering,voicemail,,
760,Lider Construction Ltd,NULL,NULL,accounts@liderconstruction.com,0207 566 1184,0204 599 0809,NULL,0,0,NULL,NULL,"Greet :   Good Morning/ afternoon   ISO Global Consultancy   How may I help you? 

Action:  Mo  the Director is busy at present, I can take a message and get him to call back once he is free?


Activity:   We help organisations with the design, implementation and maintenance of management system standards such as ISO 27001 (Information Security Management System). We are also approved to do assessment work for some of accredited Certification bodies including the British Standards Institution (BSI), one of the leading certification bodies.   We provide related services including internal auditing and training.

Name(s):    Mo Momeni

Email:     mo@isogc.co.uk",NULL,1,1,CO,
761,Grammy Housewares UK Ltd,NULL,NULL,jo.wang@grammycooker.com,0207 566 1185,0204 599 0810,NULL,0,0,NULL,NULL,vm,NULL,1,1,CO,
762,ISO Global Consultancy,NULL,NULL,mo@isogc.co.uk,0207 566 1186,0204 599 0811,NULL,0,0,NULL,NULL,"ISO Global Consultancy    ( 0207 566 1186 )  CO Client  


Greet :   Good Morning/ afternoon   ISO Global Consultancy   How may I help you? 

Action:    Mo  the Director is busy at present, I can take a message and get him to call back once he is free?


Activity:    We help organisations with the design, implementation,   and maintenance of management system standards such as ISO 27001 (Information Security Management System). We are also approved to do assessment work for some of accredited Certification bodies including the British Standards Institution (BSI), one of the leading certification bodies.   We provide related services including internal auditing and training.

Name(s):    Mo Momeni

Email:     mo@isogc.co.uk


",NULL,1,1,CO,
763,GDI Technology Ltd,NULL,NULL,tony@ntvplc.com,0207 566 1187,0204 599 0812,NULL,0,0,NULL,NULL,"Greets: Good Morning /Afternoon:    GDI Technology Ltd  How may I help.                                             Action:    All lines are busy at the moment. Can I take a message?Take their Name, Phone Number.  And say they will call back once they are free Business Activity:      GDI Technology designs, develops, production engineers, manufactures, markets, and sells sustainable environmental raw materials and products, Names:      Anthony Need           Email:        tony@ntvplc.com",NULL,1,1,CO,
764,Clever company formations ,NULL,NULL,0,0207 566 1188,0204 599 0813,NULL,0,0,NULL,NULL,0,NULL,1,1,CO,
765,Climatize Gaming Limited,NULL,NULL,support@climatizegaming.com,0207 566 1189,0204 599 0815,NULL,0,0,NULL,NULL,"Greets:  Good Morning / Afternoon:  CLIMATIZE  GAMING  How may I help.Action:        Our support staff are dealing with other clients so can i take your contact details, Name: Telephone No:    & Email Address  and they will get back to you as soon as they can. Activity:           We are an online gaming tournament company.  We arrange custom made competitions for members to play against each other on games such as FIFA20, Call of Duty,  Rocket League etc.Name:          Rob Fraser          Email:          support@climatizegaming.com",NULL,1,1,0,
766,Ferra Holdings Ltd.,NULL,NULL,poppy.johnson@ferra-group.com,0207 566 1190,0204 599 0816,NULL,0,0,NULL,NULL,VOICEMAIL ONLY,NULL,1,1,CO,
767,Devis Demolition Services Ltd,NULL,NULL,drewrob658@gmail.com,0207 566 1191,0204 599 0817,NULL,0,0,NULL,NULL,"Greets:  Good Morning/ afternoon  Devis Demolition Services   How may I help you? Action:    PUT ALL CALLS THRU TO ANDREW  07983073731And announce whoâ€™s callingIf no answer, go back to caller & say all lines are busy at present can I take a message and I will get Andrew to return your call.     Please take their Name. Tel Number. & Services required  & email all details to Andrew Activity:   Construction / Demolition/ Land scaping / Gardening /Plumbing/ Electrical / Waste managementName(s)   Andrew Roberts Email:     drewrob658@gmail.com",NULL,1,1,CO,
768,ATTOL BLUE  LTD,NULL,NULL,iain.bell@attolblue.co.uk,0207 566 1192,0204 599 0818,NULL,0,0,NULL,NULL,iain.bell@attolblue.co.uk - (AttolBlue 0207 566 1192) Good Morning/Afternoon how may i help youAction patch thru to phone 3 above 07739156633Name: . Iain Bell,NULL,1,1,CO,
769,STRATIS HOMES,NULL,NULL,MARIOS@STRATISHOMES.CO.UK,0207 566 1193,0204 599 0819,NULL,0,0,NULL,NULL,"Greets:  Good Morning / Afternoon:   STRATIS HOMES LTD  How may I help.Action:        Mario is out on site visits today and not available to take your call, please can you give me your Full Name and I will pass this message over for him to contact you back either later today or tomorrow Activity:        Experts in Land, Planning & DevelopmentName:           Marios,  George,   Demetri,   Natalie            Email:           marios@stratishomes.co.uk",NULL,1,1,CO,
770,District 34,NULL,NULL,john@district34.com,0207 566 1194,0204 599 0820,NULL,0,0,NULL,NULL,VOICEMAIL  ONLY,NULL,1,1,CO,
771,CORNICHE PROPERTIES LTD,NULL,NULL,corniche3@wanadoo.fr,0207 566 1195,0204 599 0821,NULL,0,0,NULL,NULL,"Greets: Good Morning /Afternoon:  Corniche Properties   How may I help                                              Action:   Oliver is in St Tropez at the moment, but he can be reached on his UK mobile number please give all callers the Number   00 33 621 4580 78 Or we can take some details from you ?? take their name & Tel Number & he will call you back when he is available  Business Activity:       Property Maintenace & Security  Name(s):    Oliver Crehel        Email:      corniche3@wanadoo.fr",NULL,1,1,CO,
772,Anterides,NULL,NULL,steven@stevenlokwan.com,0207 566 1196,0204 599 0822,NULL,0,0,NULL,NULL,"Greets:  Good Morning / Afternoon:   ANTERIDES (pronounce ANN TERRA DEES)                                 How may I help.Action:        All lines are busy at the moment. Can I take a message?Take their Name, Phone Number.  And say they will call back once they are free Activity:     online startup fitness company     Name:     Steven  Lokwan       Email:         steven@stevenlokwan.com",NULL,1,1,CO,
773,Nothra LTD,NULL,NULL,milawson101@gmail.com,0207 566 1197,0204 599 0823,NULL,0,0,NULL,NULL,"Nothra LTD 0207 566 1197  YCF CLIENT 

 
 
Greeting:  Welcome to (Nothra), how can I help you? 

Response: I am afraid there is no one available to take your call at the moment, can I take your details and get someone to call you back shortly. 

Business Activity: (We are a growing online emotional support community that is free to use and free to volunteer on. We pair adults with suitable volunteers who act as parental figures to provide long term emotional support. We also allow our users to interact with each other and befriend each other in a caring and accepting atmosphere. Our main goal at Nothra is to help provide an emotional support system and extended family for our users. We closely monitor our website to make sure that it is safe to use and we take on board any reports, suggestions, or questions. However, we are not a crisis prevention service so we are not trained in handling situations such as suicidality or homicide. If you are in danger we strongly urge that you contact your local emergency services or a suicide hotline)   

Names: (Mirabel)  

E-mail address milawson101@gmail.com",NULL,1,1,YCF,
774,SOLISTECH SOLUTIONS  LTD,NULL,NULL,jimmydavid@solistech.in,0207 566 1198,0204 599 0824,NULL,0,0,NULL,NULL,"Greets :     Good Morning/ afternoon  Solistech Solutions  How may I help you? Action:      All lines are busy at present can I take a message and get them to call back once they are free?  Please take their Name. Tel Number.  Activity:     Software development and support      Oracle software solutions, Custom application builds and Microsoft application builds. The average price is Â£50,000 per annum. Name(s):    Jimmy David   Email:          jimmydavid@solistech.in",NULL,1,1,CO,
775,Sapient Recruitment Ltd,NULL,NULL,nana@sapientrecruitment.co.uk,0207 566 1199,0204 599 0825,NULL,0,0,NULL,NULL,Greets :     Good Morning/ afternoon     This is SAPIENT RECRUITMENT   How may I help you? Action:     I'm afraid there's nobody who can take your call at the moment. Can I take a message and have someone get back to you as soon as possible?  Please take their Name. Tel Number.  Activity:        IT Recruitment agent specialising in IT Support & IT Infrastructure recruitment in London. Prices vary on placement typeName(s):       Nana Bempong  Email:             nana@sapientrecruitment.co.uk,NULL,1,1,CO,
776,AVALANCHE WEB SERVICES LIMITED,NULL,NULL,info@awswebservices.co.uk,0207 566 2180,0204 599 0826,NULL,0,0,NULL,NULL,"Greets:  Good Morning / Afternoon:   AWS WEB SERVICES    How may I help.Action:        All lines are busy at the moment. Can I take a message?Take their Name, Phone Number.  And say they will call back once they are free Activity:        Our business is technology consulting, software and hardware development company. Creating and developing server architecture using amazon web services and ibm web services, ip tv broadcasting development, server and software rental, e-commerce software creation, rental, development. Development of software and hardware security solutions, Ethical hacking and optional special software and hardware technologies. Name:        Hakan Eroglu          Email:        info@awswebservices.co.uk",NULL,1,1,CO,
777,Visa Direct Immigration,NULL,NULL,nazia@visadirectimmigration.com,0207 566 2181,0204 599 0827,NULL,0,0,NULL,NULL,"Visa Direct Immigration  ( 0207 566 2181)  CO Client   

Greets:  Good Morning/ afternoon   Visa Direct Immigration   How may I help you? 

**  PLEASE LISTEN CAREFULLY CLIENT WAITING ON A AUTOMATED CALL  (A MACHINE) 
 FROM GOOGLE  PLEASE WRITE THE CODE DOWN & EMAIL TO CL;IENT  

Action:      All lines are busy at present please inform caller that we charge a fee for consultations.  They can book it through our website for consultations.   And the clients can pay through a bank card or PayPal. 

** For a brief consultation we charge £75           ** For a consultation up to an hour we charge £125

** Please Take the clients  Full Name, their Phone Number & Email Address.       Please go over the phone number again make sure it’s correct   (Because many time clients do not remember themselves )


Activity:      We work with private clients to provide immigration advice and representation.   we are also regulated by the Office of the Immigration Services Commissioner.


Name:     Nazia Asim    

Email:    nazia@visadirectimmigration.com",NULL,1,1,CO,
778,ASTRAL WEB AGENCY LTD,NULL,NULL,info@astralteam.com,0207 566 2182,0204 599 0828,NULL,0,0,NULL,NULL,Lead generation and SMS sending provider (smsastral.com),NULL,1,1,YCF,
779,Simpsys Limited,NULL,NULL,skillsource@live.co.uk,0207 566 2183,0204 599 0829,NULL,0,0,NULL,NULL,VM ONLY,NULL,1,1,CO,
780,DC Legal,NULL,NULL,mike@mikelipman.com,0207 566 2184,0204 599 0830,NULL,0,0,NULL,NULL,"Greets: Good Morning /Afternoon:    DC LEGAL  How may I help.                                             Action:    All lines are busy at the moment. Can I take a message?Take their Name, Phone Number.  And say they will call back once they are free Business Activity:      we are a debt recovery company helping small businesses to recover their business-to-business unpaid invoices.  We normally charge a commission by way of percentage (15 to 25 %) of the money recovered.  We utilise our own in-house lawyer and bailiff together with our network of solicitors and bailiffs to either write to, visit or take legal action against the debtor.Names:     Mike Lipman             Email:      mike@mikelipman.com",NULL,1,1,CO,
781,Dolly Divas,NULL,NULL,cat171086@live.co.uk,0207 566 2185,0204 599 0831,NULL,0,0,NULL,NULL,"DOLLY DIVAS  PARTYS    ( 0207 566 2185)   CO Client Greets: Good Morning /Afternoon:  DOLLY DIVAS PARTYS      How may I help                                   PLEASE READ BELOW CAREFULLY         Action:   Clients will be calling about booking a childrenâ€™s party or asking for prices.      TRANSFER ALL CALLS TO  CATHERINE  FIRST IF NO ANSWER  THEN TRY DEANNE CATHERINE    07809908181  DEANNE          07368983319 If no answer,   go back to caller say they are on the telephone at the moment can i take a message    take their Name, Tel Number.  & say Catherine or Deanne   will call you back as soon as possible Business Activity:        children's Spa /Nail/ Pampering Parties Name(s):    Catherine Pierce         Email:         cat171086@live.co.uk",NULL,1,1,CO,
782,DR EXPAT LTD,NULL,NULL,kaneez@doctorsindubai.ae,0207 566 2186,0204 599 0832,NULL,0,0,NULL,NULL,"We are a healthcare recruitment company and licensing consultancy primarily for the GCC (Middle East. We help healthcare professionals who with to work in the UAE, obtain the healthcare professional licence. In addition, we help find healthcare professionals jobs both in the UAE and UK. www.doctorsindubai.ae",NULL,1,1,YCF,
